unitid,Total,Men,Women,Group
226383,275,115,160,Incoming cohort (minus exclusions)
226383,118,50,68,Completers within 150% of normal time
226471,725,272,453,Incoming cohort (minus exclusions)
226471,381,111,270,Completers within 150% of normal time
226587,297,187,110,Incoming cohort (minus exclusions)
226587,92,39,53,Completers within 150% of normal time
226833,820,379,441,Incoming cohort (minus exclusions)
226833,382,151,231,Completers within 150% of normal time
227216,4417,2024,2393,Incoming cohort (minus exclusions)
227216,2658,1087,1571,Completers within 150% of normal time
227331,306,101,205,Incoming cohort (minus exclusions)
227331,107,32,75,Completers within 150% of normal time
227368,3772,1680,2092,Incoming cohort (minus exclusions)
227368,1929,739,1190,Completers within 150% of normal time
227429,166,83,83,Incoming cohort (minus exclusions)
227429,38,18,20,Completers within 150% of normal time
227526,1625,611,1014,Incoming cohort (minus exclusions)
227526,676,212,464,Completers within 150% of normal time
227757,966,510,456,Incoming cohort (minus exclusions)
227757,892,463,429,Completers within 150% of normal time
227845,871,308,563,Incoming cohort (minus exclusions)
227845,573,197,376,Completers within 150% of normal time
227863,237,74,163,Incoming cohort (minus exclusions)
227863,146,38,108,Completers within 150% of normal time
227881,2514,872,1642,Incoming cohort (minus exclusions)
227881,1440,451,989,Completers within 150% of normal time
228042,289,147,142,Incoming cohort (minus exclusions)
228042,131,65,66,Completers within 150% of normal time
228149,589,261,328,Incoming cohort (minus exclusions)
228149,349,137,212,Completers within 150% of normal time
228246,1370,713,657,Incoming cohort (minus exclusions)
228246,1129,559,570,Completers within 150% of normal time
228325,151,67,84,Incoming cohort (minus exclusions)
228325,83,28,55,Completers within 150% of normal time
228343,359,157,202,Incoming cohort (minus exclusions)
228343,264,108,156,Completers within 150% of normal time
228431,2243,788,1455,Incoming cohort (minus exclusions)
228431,1187,347,840,Completers within 150% of normal time
228459,5528,2023,3505,Incoming cohort (minus exclusions)
228459,3149,1044,2105,Completers within 150% of normal time
228468,146,68,78,Incoming cohort (minus exclusions)
228468,66,26,40,Completers within 150% of normal time
228486,3,3,0,Incoming cohort (minus exclusions)
228486,2,2,0,Completers within 150% of normal time
228501,313,177,136,Incoming cohort (minus exclusions)
228501,90,38,52,Completers within 150% of normal time
228529,1831,679,1152,Incoming cohort (minus exclusions)
228529,894,323,571,Completers within 150% of normal time
228705,1263,718,545,Incoming cohort (minus exclusions)
228705,549,282,267,Completers within 150% of normal time
228723,9028,4291,4737,Incoming cohort (minus exclusions)
228723,7526,3457,4069,Completers within 150% of normal time
228769,2710,1366,1344,Incoming cohort (minus exclusions)
228769,1385,659,726,Completers within 150% of normal time
228778,7566,3428,4138,Incoming cohort (minus exclusions)
228778,6639,2919,3720,Completers within 150% of normal time
228787,2656,1552,1104,Incoming cohort (minus exclusions)
228787,1904,1045,859,Completers within 150% of normal time
228796,2950,1354,1596,Incoming cohort (minus exclusions)
228796,1339,543,796,Completers within 150% of normal time
228802,766,336,430,Incoming cohort (minus exclusions)
228802,323,119,204,Completers within 150% of normal time
228875,2074,802,1272,Incoming cohort (minus exclusions)
228875,1718,635,1083,Completers within 150% of normal time
228884,166,106,60,Incoming cohort (minus exclusions)
228884,30,17,13,Completers within 150% of normal time
228981,394,224,170,Incoming cohort (minus exclusions)
228981,212,103,109,Completers within 150% of normal time
229018,473,261,212,Incoming cohort (minus exclusions)
229018,197,96,101,Completers within 150% of normal time
229027,4895,2256,2639,Incoming cohort (minus exclusions)
229027,2494,1086,1408,Completers within 150% of normal time
229063,1391,558,833,Incoming cohort (minus exclusions)
229063,326,122,204,Completers within 150% of normal time
229115,5067,2682,2385,Incoming cohort (minus exclusions)
229115,3175,1620,1555,Completers within 150% of normal time
229160,365,189,176,Incoming cohort (minus exclusions)
229160,96,37,59,Completers within 150% of normal time
229179,1132,103,1029,Incoming cohort (minus exclusions)
229179,549,31,518,Completers within 150% of normal time
229267,602,273,329,Incoming cohort (minus exclusions)
229267,481,213,268,Completers within 150% of normal time
229780,265,165,100,Incoming cohort (minus exclusions)
229780,67,28,39,Completers within 150% of normal time
229814,1382,624,758,Incoming cohort (minus exclusions)
229814,631,237,394,Completers within 150% of normal time
229887,151,72,79,Incoming cohort (minus exclusions)
229887,41,17,24,Completers within 150% of normal time
230038,4104,1695,2409,Incoming cohort (minus exclusions)
230038,3150,1233,1917,Completers within 150% of normal time
230047,394,101,293,Incoming cohort (minus exclusions)
230047,280,66,214,Completers within 150% of normal time
230171,813,311,502,Incoming cohort (minus exclusions)
230171,303,76,227,Completers within 150% of normal time
230366,31,5,26,Incoming cohort (minus exclusions)
230366,14,1,13,Completers within 150% of normal time
230597,14,7,7,Incoming cohort (minus exclusions)
230597,14,7,7,Completers within 150% of normal time
230603,1193,437,756,Incoming cohort (minus exclusions)
230603,664,237,427,Completers within 150% of normal time
230728,3117,1287,1830,Incoming cohort (minus exclusions)
230728,1926,757,1169,Completers within 150% of normal time
230737,1609,842,767,Incoming cohort (minus exclusions)
230737,623,284,339,Completers within 150% of normal time
230764,2729,1386,1343,Incoming cohort (minus exclusions)
230764,1834,896,938,Completers within 150% of normal time
230782,1553,700,853,Incoming cohort (minus exclusions)
230782,701,265,436,Completers within 150% of normal time
230807,447,193,254,Incoming cohort (minus exclusions)
230807,283,114,169,Completers within 150% of normal time
230816,214,69,145,Incoming cohort (minus exclusions)
230816,145,49,96,Completers within 150% of normal time
230834,436,231,205,Incoming cohort (minus exclusions)
230834,240,122,118,Completers within 150% of normal time
230852,547,345,202,Incoming cohort (minus exclusions)
230852,373,216,157,Completers within 150% of normal time
230889,10,5,5,Incoming cohort (minus exclusions)
230889,5,2,3,Completers within 150% of normal time
230913,456,220,236,Incoming cohort (minus exclusions)
230913,177,75,102,Completers within 150% of normal time
230959,589,271,318,Incoming cohort (minus exclusions)
230959,537,246,291,Completers within 150% of normal time
230995,594,453,141,Incoming cohort (minus exclusions)
230995,369,267,102,Completers within 150% of normal time
231059,463,214,249,Incoming cohort (minus exclusions)
231059,363,163,200,Completers within 150% of normal time
231095,25,10,15,Incoming cohort (minus exclusions)
231095,9,3,6,Completers within 150% of normal time
231165,86,70,16,Incoming cohort (minus exclusions)
231165,35,31,4,Completers within 150% of normal time
231174,2383,969,1414,Incoming cohort (minus exclusions)
231174,1838,693,1145,Completers within 150% of normal time
231420,266,151,115,Incoming cohort (minus exclusions)
231420,111,58,53,Completers within 150% of normal time
231554,149,95,54,Incoming cohort (minus exclusions)
231554,52,27,25,Completers within 150% of normal time
231581,538,252,286,Incoming cohort (minus exclusions)
231581,334,149,185,Completers within 150% of normal time
231624,1516,637,879,Incoming cohort (minus exclusions)
231624,1380,565,815,Completers within 150% of normal time
231651,290,100,190,Incoming cohort (minus exclusions)
231651,182,55,127,Completers within 150% of normal time
231712,1223,515,708,Incoming cohort (minus exclusions)
231712,914,378,536,Completers within 150% of normal time
232025,304,167,137,Incoming cohort (minus exclusions)
232025,154,74,80,Completers within 150% of normal time
232043,254,118,136,Incoming cohort (minus exclusions)
232043,140,58,82,Completers within 150% of normal time
232089,423,255,168,Incoming cohort (minus exclusions)
232089,145,73,72,Completers within 150% of normal time
232186,3154,1499,1655,Incoming cohort (minus exclusions)
232186,2212,977,1235,Completers within 150% of normal time
232256,299,298,1,Incoming cohort (minus exclusions)
232256,195,195,0,Completers within 150% of normal time
232265,930,300,630,Incoming cohort (minus exclusions)
232265,534,156,378,Completers within 150% of normal time
232308,196,0,196,Incoming cohort (minus exclusions)
232308,115,0,115,Completers within 150% of normal time
232423,4401,1717,2684,Incoming cohort (minus exclusions)
232423,3598,1322,2276,Completers within 150% of normal time
232557,3398,1541,1857,Incoming cohort (minus exclusions)
232557,2232,944,1288,Completers within 150% of normal time
232566,1008,290,718,Incoming cohort (minus exclusions)
232566,657,177,480,Completers within 150% of normal time
232609,527,226,301,Incoming cohort (minus exclusions)
232609,350,131,219,Completers within 150% of normal time
232672,188,0,188,Incoming cohort (minus exclusions)
232672,90,0,90,Completers within 150% of normal time
232681,951,337,614,Incoming cohort (minus exclusions)
232681,647,213,434,Completers within 150% of normal time
232706,388,142,246,Incoming cohort (minus exclusions)
232706,241,84,157,Completers within 150% of normal time
232937,454,186,268,Incoming cohort (minus exclusions)
232937,169,57,112,Completers within 150% of normal time
232982,2869,1369,1500,Incoming cohort (minus exclusions)
232982,1397,614,783,Completers within 150% of normal time
233277,1959,798,1161,Incoming cohort (minus exclusions)
233277,1056,370,686,Completers within 150% of normal time
233295,404,188,216,Incoming cohort (minus exclusions)
233295,290,133,157,Completers within 150% of normal time
233301,184,53,131,Incoming cohort (minus exclusions)
233301,103,26,77,Completers within 150% of normal time
233374,806,380,426,Incoming cohort (minus exclusions)
233374,719,331,388,Completers within 150% of normal time
233426,507,213,294,Incoming cohort (minus exclusions)
233426,353,139,214,Completers within 150% of normal time
233541,441,187,254,Incoming cohort (minus exclusions)
233541,282,114,168,Completers within 150% of normal time
233602,14,10,4,Incoming cohort (minus exclusions)
233602,7,6,1,Completers within 150% of normal time
233611,201,91,110,Incoming cohort (minus exclusions)
233611,89,32,57,Completers within 150% of normal time
233684,22,16,6,Incoming cohort (minus exclusions)
233684,5,4,1,Completers within 150% of normal time
233718,24,0,24,Incoming cohort (minus exclusions)
233718,10,0,10,Completers within 150% of normal time
233897,290,138,152,Incoming cohort (minus exclusions)
233897,113,49,64,Completers within 150% of normal time
233921,6258,3474,2784,Incoming cohort (minus exclusions)
233921,5424,2926,2498,Completers within 150% of normal time
234030,3975,1514,2461,Incoming cohort (minus exclusions)
234030,2685,922,1763,Completers within 150% of normal time
234076,3670,1671,1999,Incoming cohort (minus exclusions)
234076,3439,1542,1897,Completers within 150% of normal time
234085,433,388,45,Incoming cohort (minus exclusions)
234085,319,284,35,Completers within 150% of normal time
234137,4,3,1,Incoming cohort (minus exclusions)
234137,1,1,0,Completers within 150% of normal time
234155,766,343,423,Incoming cohort (minus exclusions)
234155,366,142,224,Completers within 150% of normal time
234164,455,184,271,Incoming cohort (minus exclusions)
234164,190,68,122,Completers within 150% of normal time
234173,346,130,216,Incoming cohort (minus exclusions)
234173,162,53,109,Completers within 150% of normal time
234207,454,241,213,Incoming cohort (minus exclusions)
234207,425,225,200,Completers within 150% of normal time
234827,1473,730,743,Incoming cohort (minus exclusions)
234827,790,367,423,Completers within 150% of normal time
235024,178,64,114,Incoming cohort (minus exclusions)
235024,91,33,58,Completers within 150% of normal time
235097,1695,702,993,Incoming cohort (minus exclusions)
235097,841,336,505,Completers within 150% of normal time
235167,576,242,334,Incoming cohort (minus exclusions)
235167,249,93,156,Completers within 150% of normal time
235316,1330,630,700,Incoming cohort (minus exclusions)
235316,1132,517,615,Completers within 150% of normal time
235422,102,43,59,Incoming cohort (minus exclusions)
235422,55,22,33,Completers within 150% of normal time
236133,203,73,130,Incoming cohort (minus exclusions)
236133,118,43,75,Completers within 150% of normal time
236230,640,247,393,Incoming cohort (minus exclusions)
236230,444,159,285,Completers within 150% of normal time
236328,652,242,410,Incoming cohort (minus exclusions)
236328,484,169,315,Completers within 150% of normal time
236452,179,77,102,Incoming cohort (minus exclusions)
236452,109,49,60,Completers within 150% of normal time
236577,687,188,499,Incoming cohort (minus exclusions)
236577,453,111,342,Completers within 150% of normal time
236595,992,339,653,Incoming cohort (minus exclusions)
236595,743,241,502,Completers within 150% of normal time
236896,350,183,167,Incoming cohort (minus exclusions)
236896,221,111,110,Completers within 150% of normal time
236939,4625,2145,2480,Incoming cohort (minus exclusions)
236939,2754,1170,1584,Completers within 150% of normal time
236948,6731,3142,3589,Incoming cohort (minus exclusions)
236948,5646,2541,3105,Completers within 150% of normal time
237011,2783,1162,1621,Incoming cohort (minus exclusions)
237011,1884,751,1133,Completers within 150% of normal time
237057,364,150,214,Incoming cohort (minus exclusions)
237057,323,128,195,Completers within 150% of normal time
237066,581,200,381,Incoming cohort (minus exclusions)
237066,438,144,294,Completers within 150% of normal time
237118,333,198,135,Incoming cohort (minus exclusions)
237118,106,48,58,Completers within 150% of normal time
237136,24,8,16,Incoming cohort (minus exclusions)
237136,17,6,11,Completers within 150% of normal time
237181,220,154,66,Incoming cohort (minus exclusions)
237181,95,55,40,Completers within 150% of normal time
237215,143,82,61,Incoming cohort (minus exclusions)
237215,48,29,19,Completers within 150% of normal time
237312,307,135,172,Incoming cohort (minus exclusions)
237312,132,49,83,Completers within 150% of normal time
237330,451,203,248,Incoming cohort (minus exclusions)
237330,189,59,130,Completers within 150% of normal time
237358,167,83,84,Incoming cohort (minus exclusions)
237358,83,31,52,Completers within 150% of normal time
237367,799,366,433,Incoming cohort (minus exclusions)
237367,367,167,200,Completers within 150% of normal time
237385,210,115,95,Incoming cohort (minus exclusions)
237385,96,49,47,Completers within 150% of normal time
237525,1861,777,1084,Incoming cohort (minus exclusions)
237525,980,380,600,Completers within 150% of normal time
237783,155,78,77,Incoming cohort (minus exclusions)
237783,47,23,24,Completers within 150% of normal time
237792,630,288,342,Incoming cohort (minus exclusions)
237792,278,115,163,Completers within 150% of normal time
237899,351,179,172,Incoming cohort (minus exclusions)
237899,104,46,58,Completers within 150% of normal time
237932,407,156,251,Incoming cohort (minus exclusions)
237932,172,100,72,Completers within 150% of normal time
237950,263,171,92,Incoming cohort (minus exclusions)
237950,74,46,28,Completers within 150% of normal time
237969,392,177,215,Incoming cohort (minus exclusions)
237969,213,84,129,Completers within 150% of normal time
238032,4762,2511,2251,Incoming cohort (minus exclusions)
238032,3045,1508,1537,Completers within 150% of normal time
238078,184,104,80,Incoming cohort (minus exclusions)
238078,104,58,46,Completers within 150% of normal time
238193,224,0,224,Incoming cohort (minus exclusions)
238193,107,0,107,Completers within 150% of normal time
238324,29,3,26,Incoming cohort (minus exclusions)
238324,17,2,15,Completers within 150% of normal time
238333,392,194,198,Incoming cohort (minus exclusions)
238333,288,135,153,Completers within 150% of normal time
238430,160,44,116,Incoming cohort (minus exclusions)
238430,86,26,60,Completers within 150% of normal time
238458,755,246,509,Incoming cohort (minus exclusions)
238458,509,166,343,Completers within 150% of normal time
238476,751,370,381,Incoming cohort (minus exclusions)
238476,511,219,292,Completers within 150% of normal time
238616,610,246,364,Incoming cohort (minus exclusions)
238616,369,126,243,Completers within 150% of normal time
238661,298,72,226,Incoming cohort (minus exclusions)
238661,184,40,144,Completers within 150% of normal time
238980,205,130,75,Incoming cohort (minus exclusions)
238980,89,51,38,Completers within 150% of normal time
239017,394,168,226,Incoming cohort (minus exclusions)
239017,317,124,193,Completers within 150% of normal time
239071,161,82,79,Incoming cohort (minus exclusions)
239071,88,41,47,Completers within 150% of normal time
239080,274,100,174,Incoming cohort (minus exclusions)
239080,153,50,103,Completers within 150% of normal time
239105,1872,811,1061,Incoming cohort (minus exclusions)
239105,1523,626,897,Completers within 150% of normal time
239309,177,57,120,Incoming cohort (minus exclusions)
239309,94,32,62,Completers within 150% of normal time
239318,494,366,128,Incoming cohort (minus exclusions)
239318,326,225,101,Completers within 150% of normal time
239390,146,0,146,Incoming cohort (minus exclusions)
239390,74,0,74,Completers within 150% of normal time
239512,127,67,60,Incoming cohort (minus exclusions)
239512,74,34,40,Completers within 150% of normal time
239628,216,120,96,Incoming cohort (minus exclusions)
239628,134,73,61,Completers within 150% of normal time
239716,594,271,323,Incoming cohort (minus exclusions)
239716,465,193,272,Completers within 150% of normal time
240107,279,72,207,Incoming cohort (minus exclusions)
240107,180,40,140,Completers within 150% of normal time
240189,2179,1142,1037,Incoming cohort (minus exclusions)
240189,1383,678,705,Completers within 150% of normal time
240268,2235,803,1432,Incoming cohort (minus exclusions)
240268,1521,511,1010,Completers within 150% of normal time
240277,760,252,508,Incoming cohort (minus exclusions)
240277,415,127,288,Completers within 150% of normal time
240329,2068,829,1239,Incoming cohort (minus exclusions)
240329,1510,583,927,Completers within 150% of normal time
240338,267,123,144,Incoming cohort (minus exclusions)
240338,163,70,93,Completers within 150% of normal time
240365,1553,639,914,Incoming cohort (minus exclusions)
240365,857,308,549,Completers within 150% of normal time
240374,583,259,324,Incoming cohort (minus exclusions)
240374,242,108,134,Completers within 150% of normal time
240392,41,18,23,Incoming cohort (minus exclusions)
240392,11,6,5,Completers within 150% of normal time
240417,1554,844,710,Incoming cohort (minus exclusions)
240417,872,440,432,Completers within 150% of normal time
240426,356,152,204,Incoming cohort (minus exclusions)
240426,153,57,96,Completers within 150% of normal time
240444,6258,3024,3234,Incoming cohort (minus exclusions)
240444,5582,2638,2944,Completers within 150% of normal time
240453,3261,1532,1729,Incoming cohort (minus exclusions)
240453,1544,696,848,Completers within 150% of normal time
240462,1608,1097,511,Incoming cohort (minus exclusions)
240462,948,631,317,Completers within 150% of normal time
240471,1047,390,657,Incoming cohort (minus exclusions)
240471,593,203,390,Completers within 150% of normal time
240480,1762,850,912,Incoming cohort (minus exclusions)
240480,977,435,542,Completers within 150% of normal time
240727,1672,831,841,Incoming cohort (minus exclusions)
240727,1007,441,566,Completers within 150% of normal time
240736,1,0,1,Incoming cohort (minus exclusions)
240736,1,0,1,Completers within 150% of normal time
240754,490,219,271,Incoming cohort (minus exclusions)
240754,202,72,130,Completers within 150% of normal time
240790,43,18,25,Incoming cohort (minus exclusions)
240790,13,4,9,Completers within 150% of normal time
241100,53,30,23,Incoming cohort (minus exclusions)
241100,23,10,13,Completers within 150% of normal time
241128,81,33,48,Incoming cohort (minus exclusions)
241128,32,10,22,Completers within 150% of normal time
241191,215,67,148,Incoming cohort (minus exclusions)
241191,101,21,80,Completers within 150% of normal time
241216,257,185,72,Incoming cohort (minus exclusions)
241216,117,80,37,Completers within 150% of normal time
241225,149,56,93,Incoming cohort (minus exclusions)
241225,53,9,44,Completers within 150% of normal time
241304,20,17,3,Incoming cohort (minus exclusions)
241304,7,5,2,Completers within 150% of normal time
241331,47,11,36,Incoming cohort (minus exclusions)
241331,21,4,17,Completers within 150% of normal time
241377,149,66,83,Incoming cohort (minus exclusions)
241377,32,11,21,Completers within 150% of normal time
241386,32,4,28,Incoming cohort (minus exclusions)
241386,8,0,8,Completers within 150% of normal time
241395,60,21,39,Incoming cohort (minus exclusions)
241395,19,6,13,Completers within 150% of normal time
241410,943,393,550,Incoming cohort (minus exclusions)
241410,404,138,266,Completers within 150% of normal time
241517,33,11,22,Incoming cohort (minus exclusions)
241517,13,3,10,Completers within 150% of normal time
241614,30,17,13,Incoming cohort (minus exclusions)
241614,10,3,7,Completers within 150% of normal time
241720,60,40,20,Incoming cohort (minus exclusions)
241720,14,5,9,Completers within 150% of normal time
241739,1287,473,814,Incoming cohort (minus exclusions)
241739,384,110,274,Completers within 150% of normal time
241766,28,20,8,Incoming cohort (minus exclusions)
241766,15,10,5,Completers within 150% of normal time
241836,1,0,1,Incoming cohort (minus exclusions)
241836,1,0,1,Completers within 150% of normal time
241951,91,27,64,Incoming cohort (minus exclusions)
241951,31,9,22,Completers within 150% of normal time
242121,10,6,4,Incoming cohort (minus exclusions)
242121,7,4,3,Completers within 150% of normal time
242617,701,333,368,Incoming cohort (minus exclusions)
242617,292,118,174,Completers within 150% of normal time
242626,548,268,280,Incoming cohort (minus exclusions)
242626,168,57,111,Completers within 150% of normal time
242635,530,213,317,Incoming cohort (minus exclusions)
242635,194,53,141,Completers within 150% of normal time
242644,275,98,177,Incoming cohort (minus exclusions)
242644,120,28,92,Completers within 150% of normal time
242653,588,254,334,Incoming cohort (minus exclusions)
242653,188,64,124,Completers within 150% of normal time
242662,630,282,348,Incoming cohort (minus exclusions)
242662,213,71,142,Completers within 150% of normal time
242680,322,137,185,Incoming cohort (minus exclusions)
242680,119,42,77,Completers within 150% of normal time
242699,153,55,98,Incoming cohort (minus exclusions)
242699,73,20,53,Completers within 150% of normal time
242705,843,458,385,Incoming cohort (minus exclusions)
242705,270,121,149,Completers within 150% of normal time
242972,23,10,13,Incoming cohort (minus exclusions)
242972,5,2,3,Completers within 150% of normal time
243106,586,259,327,Incoming cohort (minus exclusions)
243106,265,119,146,Completers within 150% of normal time
243115,737,303,434,Incoming cohort (minus exclusions)
243115,351,123,228,Completers within 150% of normal time
243133,1033,503,530,Incoming cohort (minus exclusions)
243133,410,182,228,Completers within 150% of normal time
243142,724,235,489,Incoming cohort (minus exclusions)
243142,362,112,250,Completers within 150% of normal time
243151,826,279,547,Incoming cohort (minus exclusions)
243151,390,118,272,Completers within 150% of normal time
243179,832,300,532,Incoming cohort (minus exclusions)
243179,408,132,276,Completers within 150% of normal time
243188,91,46,45,Incoming cohort (minus exclusions)
243188,11,4,7,Completers within 150% of normal time
243197,2368,1266,1102,Incoming cohort (minus exclusions)
243197,1114,485,629,Completers within 150% of normal time
243212,661,251,410,Incoming cohort (minus exclusions)
243212,302,97,205,Completers within 150% of normal time
243221,2612,969,1643,Incoming cohort (minus exclusions)
243221,1309,418,891,Completers within 150% of normal time
243346,871,353,518,Incoming cohort (minus exclusions)
243346,256,74,182,Completers within 150% of normal time
243443,564,205,359,Incoming cohort (minus exclusions)
243443,230,63,167,Completers within 150% of normal time
243568,14,2,12,Incoming cohort (minus exclusions)
243568,5,2,3,Completers within 150% of normal time
243577,323,267,56,Incoming cohort (minus exclusions)
243577,72,55,17,Completers within 150% of normal time
243586,166,65,101,Incoming cohort (minus exclusions)
243586,59,16,43,Completers within 150% of normal time
243601,1197,515,682,Incoming cohort (minus exclusions)
243601,361,130,231,Completers within 150% of normal time
243665,337,118,219,Incoming cohort (minus exclusions)
243665,109,26,83,Completers within 150% of normal time
243744,1719,867,852,Incoming cohort (minus exclusions)
243744,1642,814,828,Completers within 150% of normal time
243780,6968,4035,2933,Incoming cohort (minus exclusions)
243780,5764,3278,2486,Completers within 150% of normal time
243832,14,8,6,Incoming cohort (minus exclusions)
243832,4,4,0,Completers within 150% of normal time
245652,74,38,36,Incoming cohort (minus exclusions)
245652,53,27,26,Completers within 150% of normal time
245953,125,54,71,Incoming cohort (minus exclusions)
245953,48,22,26,Completers within 150% of normal time
247065,28,4,24,Incoming cohort (minus exclusions)
247065,4,0,4,Completers within 150% of normal time
248934,466,286,180,Incoming cohort (minus exclusions)
248934,158,107,51,Completers within 150% of normal time
251312,25,5,20,Incoming cohort (minus exclusions)
251312,2,0,2,Completers within 150% of normal time
260813,2,1,1,Incoming cohort (minus exclusions)
260813,1,0,1,Completers within 150% of normal time
262129,261,96,165,Incoming cohort (minus exclusions)
262129,173,64,109,Completers within 150% of normal time
363907,38,24,14,Incoming cohort (minus exclusions)
363907,8,6,2,Completers within 150% of normal time
363916,12,5,7,Incoming cohort (minus exclusions)
363916,6,1,5,Completers within 150% of normal time
363934,90,75,15,Incoming cohort (minus exclusions)
363934,30,26,4,Completers within 150% of normal time
366252,365,284,81,Incoming cohort (minus exclusions)
366252,234,177,57,Completers within 150% of normal time
366553,2,0,2,Incoming cohort (minus exclusions)
366553,1,0,1,Completers within 150% of normal time
366711,2123,792,1331,Incoming cohort (minus exclusions)
366711,1256,409,847,Completers within 150% of normal time
367884,46,26,20,Incoming cohort (minus exclusions)
367884,7,2,5,Completers within 150% of normal time
368443,13,2,11,Incoming cohort (minus exclusions)
368443,4,1,3,Completers within 150% of normal time
368452,51,19,32,Incoming cohort (minus exclusions)
368452,42,15,27,Completers within 150% of normal time
369516,7,4,3,Incoming cohort (minus exclusions)
369516,7,4,3,Completers within 150% of normal time
375230,8,8,0,Incoming cohort (minus exclusions)
375230,2,2,0,Completers within 150% of normal time
376224,33,8,25,Incoming cohort (minus exclusions)
376224,14,1,13,Completers within 150% of normal time
376385,6,2,4,Incoming cohort (minus exclusions)
376385,1,1,0,Completers within 150% of normal time
377546,29,7,22,Incoming cohort (minus exclusions)
377546,11,0,11,Completers within 150% of normal time
377555,676,354,322,Incoming cohort (minus exclusions)
377555,448,234,214,Completers within 150% of normal time
377564,448,177,271,Incoming cohort (minus exclusions)
377564,261,103,158,Completers within 150% of normal time
380377,31,11,20,Incoming cohort (minus exclusions)
380377,10,4,6,Completers within 150% of normal time
384254,50,36,14,Incoming cohort (minus exclusions)
384254,36,27,9,Completers within 150% of normal time
384412,20,9,11,Incoming cohort (minus exclusions)
384412,15,6,9,Completers within 150% of normal time
384421,25,25,0,Incoming cohort (minus exclusions)
384421,1,1,0,Completers within 150% of normal time
385619,585,281,304,Incoming cohort (minus exclusions)
385619,339,180,159,Completers within 150% of normal time
386472,3,1,2,Incoming cohort (minus exclusions)
386472,1,0,1,Completers within 150% of normal time
388520,4,4,0,Incoming cohort (minus exclusions)
388520,2,2,0,Completers within 150% of normal time
392257,117,15,102,Incoming cohort (minus exclusions)
392257,31,5,26,Completers within 150% of normal time
399869,124,115,9,Incoming cohort (minus exclusions)
399869,88,83,5,Completers within 150% of normal time
399911,127,41,86,Incoming cohort (minus exclusions)
399911,115,37,78,Completers within 150% of normal time
401223,2,1,1,Incoming cohort (minus exclusions)
401223,2,1,1,Completers within 150% of normal time
404338,8,4,4,Incoming cohort (minus exclusions)
404338,1,1,0,Completers within 150% of normal time
405854,48,48,0,Incoming cohort (minus exclusions)
405854,21,21,0,Completers within 150% of normal time
408844,107,58,49,Incoming cohort (minus exclusions)
408844,52,20,32,Completers within 150% of normal time
409315,48,22,26,Incoming cohort (minus exclusions)
409315,12,4,8,Completers within 150% of normal time
409698,1049,346,703,Incoming cohort (minus exclusions)
409698,631,190,441,Completers within 150% of normal time
412599,20,5,15,Incoming cohort (minus exclusions)
412599,12,3,9,Completers within 150% of normal time
413413,4,3,1,Incoming cohort (minus exclusions)
413413,2,2,0,Completers within 150% of normal time
414595,1,0,1,Incoming cohort (minus exclusions)
414595,1,0,1,Completers within 150% of normal time
417752,13,9,4,Incoming cohort (minus exclusions)
417752,6,3,3,Completers within 150% of normal time
420042,15,5,10,Incoming cohort (minus exclusions)
420042,2,1,1,Completers within 150% of normal time
420325,4,4,0,Incoming cohort (minus exclusions)
420325,1,1,0,Completers within 150% of normal time
421832,47,38,9,Incoming cohort (minus exclusions)
421832,18,15,3,Completers within 150% of normal time
421878,27,0,27,Incoming cohort (minus exclusions)
421878,9,0,9,Completers within 150% of normal time
426314,418,386,32,Incoming cohort (minus exclusions)
426314,85,76,9,Completers within 150% of normal time
430184,9,6,3,Incoming cohort (minus exclusions)
430184,2,1,1,Completers within 150% of normal time
430670,9,4,5,Incoming cohort (minus exclusions)
430670,3,1,2,Completers within 150% of normal time
431983,24,24,0,Incoming cohort (minus exclusions)
431983,16,16,0,Completers within 150% of normal time
433387,305,134,171,Incoming cohort (minus exclusions)
433387,194,71,123,Completers within 150% of normal time
433536,19,8,11,Incoming cohort (minus exclusions)
433536,6,2,4,Completers within 150% of normal time
433660,2583,1133,1450,Incoming cohort (minus exclusions)
433660,1452,572,880,Completers within 150% of normal time
434900,116,24,92,Incoming cohort (minus exclusions)
434900,83,17,66,Completers within 150% of normal time
434937,7,7,0,Incoming cohort (minus exclusions)
434937,2,2,0,Completers within 150% of normal time
436429,851,596,255,Incoming cohort (minus exclusions)
436429,372,270,102,Completers within 150% of normal time
436614,3,3,0,Incoming cohort (minus exclusions)
436614,2,2,0,Completers within 150% of normal time
436818,219,130,89,Incoming cohort (minus exclusions)
436818,143,83,60,Completers within 150% of normal time
436827,257,161,96,Incoming cohort (minus exclusions)
436827,145,85,60,Completers within 150% of normal time
436836,373,215,158,Incoming cohort (minus exclusions)
436836,218,114,104,Completers within 150% of normal time
438498,10,6,4,Incoming cohort (minus exclusions)
438498,10,6,4,Completers within 150% of normal time
438586,20,9,11,Incoming cohort (minus exclusions)
438586,5,1,4,Completers within 150% of normal time
439701,16,9,7,Incoming cohort (minus exclusions)
439701,5,3,2,Completers within 150% of normal time
439862,4,1,3,Incoming cohort (minus exclusions)
439862,2,1,1,Completers within 150% of normal time
440396,33,16,17,Incoming cohort (minus exclusions)
440396,21,9,12,Completers within 150% of normal time
440651,82,31,51,Incoming cohort (minus exclusions)
440651,23,5,18,Completers within 150% of normal time
